,track_uri,track_name,artist_name,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
10,spotify:track:0IMUFRaM2W3wKNM1CSQ4Zm,No Love (with SZA & Cardi B) - Extended Version,Summer Walker,"('dance pop', 'pop', 'r&b')",0.722,0.613,1,-4.996,0,0.116,0.192,0.0,0.192,0.607,133.937,audio_features,0IMUFRaM2W3wKNM1CSQ4Zm,https://api.spotify.com/v1/tracks/0IMUFRaM2W3wKNM1CSQ4Zm,https://api.spotify.com/v1/audio-analysis/0IMUFRaM2W3wKNM1CSQ4Zm,276214,4
11,spotify:track:63QC7HvgJXgH8udcfPqW7q,Leave You Alone,Ella Mai,"('dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary')",0.663,0.649,3,-4.524,0,0.0594,0.07,0.0,0.114,0.504,114.948,audio_features,63QC7HvgJXgH8udcfPqW7q,https://api.spotify.com/v1/tracks/63QC7HvgJXgH8udcfPqW7q,https://api.spotify.com/v1/audio-analysis/63QC7HvgJXgH8udcfPqW7q,209136,4
12,spotify:track:0hZIaQMGqu41dozEwqVa1b,Satisfaction,SiR,"('alternative r&b', 'hip hop', 'la pop', 'r&b', 'rap')",0.685,0.577,7,-4.655,0,0.108,0.66,2.69e-06,0.109,0.371,110.326,audio_features,0hZIaQMGqu41dozEwqVa1b,https://api.spotify.com/v1/tracks/0hZIaQMGqu41dozEwqVa1b,https://api.spotify.com/v1/audio-analysis/0hZIaQMGqu41dozEwqVa1b,130982,4
13,spotify:track:4Rrj1QxDqsj28gv9SiHQRA,Out of Time - KAYTRANADA Remix,The Weeknd,"('canadian contemporary r&b', 'canadian pop', 'pop')",0.742,0.599,1,-8.796,1,0.297,0.0962,0.000578,0.0981,0.573,108.283,audio_features,4Rrj1QxDqsj28gv9SiHQRA,https://api.spotify.com/v1/tracks/4Rrj1QxDqsj28gv9SiHQRA,https://api.spotify.com/v1/audio-analysis/4Rrj1QxDqsj28gv9SiHQRA,275556,4
14,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,"('dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen')",0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
15,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,"('dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen')",0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
16,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,"('dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen')",0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
17,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,"('dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen')",0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
18,spotify:track:6zrZ7mVcznNd2Q6qB0iBrq,Can't Anymore,Shenseea,"('dancehall', 'dancehall queen', 'pop rap')",0.771,0.724,9,-5.372,0,0.0422,0.209,3.51e-06,0.281,0.77,102.991,audio_features,6zrZ7mVcznNd2Q6qB0iBrq,https://api.spotify.com/v1/tracks/6zrZ7mVcznNd2Q6qB0iBrq,https://api.spotify.com/v1/audio-analysis/6zrZ7mVcznNd2Q6qB0iBrq,155308,4
19,spotify:track:4WghJOMjDpGdlk3b8aJIgy,up at night (feat. justin bieber),Kehlani,"('alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b')",0.563,0.756,0,-3.852,0,0.0579,0.196,0.0,0.245,0.234,100.012,audio_features,4WghJOMjDpGdlk3b8aJIgy,https://api.spotify.com/v1/tracks/4WghJOMjDpGdlk3b8aJIgy,https://api.spotify.com/v1/audio-analysis/4WghJOMjDpGdlk3b8aJIgy,182227,4
20,spotify:track:6VYBCG9nCZwUUImVqZQVet,Every Good Girl,Blxst,"('pop rap',)",0.53,0.937,0,-2.757,1,0.321,0.0457,0.0,0.151,0.46,92.916,audio_features,6VYBCG9nCZwUUImVqZQVet,https://api.spotify.com/v1/tracks/6VYBCG9nCZwUUImVqZQVet,https://api.spotify.com/v1/audio-analysis/6VYBCG9nCZwUUImVqZQVet,176851,4
21,spotify:track:5lI6k5j7a25q3IrtAEe0JF,Sunday,KYLE,"('pop', 'pop rap', 'rap', 'social media pop')",0.814,0.56,5,-6.431,1,0.11,0.141,0.0,0.111,0.651,166.025,audio_features,5lI6k5j7a25q3IrtAEe0JF,https://api.spotify.com/v1/tracks/5lI6k5j7a25q3IrtAEe0JF,https://api.spotify.com/v1/audio-analysis/5lI6k5j7a25q3IrtAEe0JF,212391,4
22,spotify:track:4R3WUzM7xXAIzT5HhH1DDw,Paradise,SAFE,"('canadian hip hop', 'indie r&b', 'trap soul')",0.449,0.324,5,-10.343,1,0.0901,0.855,0.0,0.108,0.223,82.835,audio_features,4R3WUzM7xXAIzT5HhH1DDw,https://api.spotify.com/v1/tracks/4R3WUzM7xXAIzT5HhH1DDw,https://api.spotify.com/v1/audio-analysis/4R3WUzM7xXAIzT5HhH1DDw,202381,3
23,spotify:track:5F9F0SxcAM9bCVyi00tL0W,D O D O - Adekunle Gold Version,Tayc,"('pop urbaine',)",0.621,0.624,5,-7.66,0,0.193,0.0782,0.000105,0.187,0.653,148.728,audio_features,5F9F0SxcAM9bCVyi00tL0W,https://api.spotify.com/v1/tracks/5F9F0SxcAM9bCVyi00tL0W,https://api.spotify.com/v1/audio-analysis/5F9F0SxcAM9bCVyi00tL0W,179885,3
24,spotify:track:56cPHHY51YpcD4OwU42GS3,Lullaby (feat. Syd),Amaal,"('alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b', 'pop r&b')",0.538,0.363,3,-12.245,0,0.0517,0.207,0.0161,0.145,0.395,138.454,audio_features,56cPHHY51YpcD4OwU42GS3,https://api.spotify.com/v1/tracks/56cPHHY51YpcD4OwU42GS3,https://api.spotify.com/v1/audio-analysis/56cPHHY51YpcD4OwU42GS3,151133,3
25,spotify:track:4BMhlUG6LpQhcpvRuvfQRM,Last One,Savannah Ré,"('alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b', 'pop r&b')",0.529,0.435,5,-8.728,1,0.102,0.702,0.0,0.144,0.532,63.981,audio_features,4BMhlUG6LpQhcpvRuvfQRM,https://api.spotify.com/v1/tracks/4BMhlUG6LpQhcpvRuvfQRM,https://api.spotify.com/v1/audio-analysis/4BMhlUG6LpQhcpvRuvfQRM,181823,4
26,spotify:track:1VI7GQmBBgdslV3tQRvsRD,What A Lie,Justine Skye,"('alternative r&b', 'chill r&b', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b')",0.636,0.567,1,-7.344,1,0.0745,0.568,1.4e-05,0.131,0.282,125.457,audio_features,1VI7GQmBBgdslV3tQRvsRD,https://api.spotify.com/v1/tracks/1VI7GQmBBgdslV3tQRvsRD,https://api.spotify.com/v1/audio-analysis/1VI7GQmBBgdslV3tQRvsRD,228562,4
27,spotify:track:7k0wVBW3cvV6Xmb87JikIf,Last Call,Khalid,"('pop', 'pop r&b')",0.553,0.727,5,-6.905,1,0.0348,0.0254,0.0113,0.107,0.286,173.972,audio_features,7k0wVBW3cvV6Xmb87JikIf,https://api.spotify.com/v1/tracks/7k0wVBW3cvV6Xmb87JikIf,https://api.spotify.com/v1/audio-analysis/7k0wVBW3cvV6Xmb87JikIf,191376,4
28,spotify:track:2ZCu2xskiEBCV3y0eu0zJG,Treat Me,Chlöe,(),0.708,0.793,7,-2.518,0,0.0417,0.0442,2.62e-06,0.0362,0.503,94.005,audio_features,2ZCu2xskiEBCV3y0eu0zJG,https://api.spotify.com/v1/tracks/2ZCu2xskiEBCV3y0eu0zJG,https://api.spotify.com/v1/audio-analysis/2ZCu2xskiEBCV3y0eu0zJG,149866,4
29,spotify:track:1SlGaBvTqX0gb24ouXonOo,Fair,Normani,"('dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary')",0.721,0.364,5,-7.81,0,0.0483,0.673,5.4e-05,0.105,0.4,94.098,audio_features,1SlGaBvTqX0gb24ouXonOo,https://api.spotify.com/v1/tracks/1SlGaBvTqX0gb24ouXonOo,https://api.spotify.com/v1/audio-analysis/1SlGaBvTqX0gb24ouXonOo,184013,4
30,spotify:track:1MRvZ3PMsd86Kul6xINAze,In The Club,Mahalia,"('alternative r&b', 'chill r&b', 'dance pop', 'indie anthem-folk', 'pop', 'r&b', 'uk contemporary r&b')",0.59,0.622,10,-7.537,1,0.0803,0.654,0.0,0.425,0.311,89.909,audio_features,1MRvZ3PMsd86Kul6xINAze,https://api.spotify.com/v1/tracks/1MRvZ3PMsd86Kul6xINAze,https://api.spotify.com/v1/audio-analysis/1MRvZ3PMsd86Kul6xINAze,172947,4
31,spotify:track:3P12TuXblmoguQGSukKvQm,"Truly Yours (feat. Phabo, The Game & DOM KENNEDY) - Remix",Eric Bellinger,"('pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",0.523,0.759,2,-4.583,1,0.129,0.0564,0.0,0.327,0.287,89.906,audio_features,3P12TuXblmoguQGSukKvQm,https://api.spotify.com/v1/tracks/3P12TuXblmoguQGSukKvQm,https://api.spotify.com/v1/audio-analysis/3P12TuXblmoguQGSukKvQm,190000,4
32,spotify:track:7rTzmiwE6lmBG8vQvBzNg7,WE (Warm Embrace),Chris Brown,"('dance pop', 'pop', 'pop rap', 'r&b', 'rap')",0.698,0.603,5,-6.508,0,0.106,0.11,0.0,0.0786,0.91,86.998,audio_features,7rTzmiwE6lmBG8vQvBzNg7,https://api.spotify.com/v1/tracks/7rTzmiwE6lmBG8vQvBzNg7,https://api.spotify.com/v1/audio-analysis/7rTzmiwE6lmBG8vQvBzNg7,234967,4
33,spotify:track:6K8qwbuUweQOdaErsNbdRc,Love In Atlanta,Sage Harris,(),0.563,0.515,1,-9.085,1,0.285,0.0658,0.0,0.107,0.38,160.187,audio_features,6K8qwbuUweQOdaErsNbdRc,https://api.spotify.com/v1/tracks/6K8qwbuUweQOdaErsNbdRc,https://api.spotify.com/v1/audio-analysis/6K8qwbuUweQOdaErsNbdRc,186000,4
34,spotify:track:0P11qKeHWhUy0rDPeY8dyB,Out Loud (feat. Kehlani),Syd,"('alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'lgbtq+ hip hop', 'r&b')",0.565,0.364,6,-9.512,1,0.2,0.328,0.0,0.108,0.527,155.705,audio_features,0P11qKeHWhUy0rDPeY8dyB,https://api.spotify.com/v1/tracks/0P11qKeHWhUy0rDPeY8dyB,https://api.spotify.com/v1/audio-analysis/0P11qKeHWhUy0rDPeY8dyB,203037,3
35,spotify:track:0QZnyONVa7pEq115ZjkFNV,Lifetime,Dylan Sinclair,"('alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b')",0.475,0.332,0,-11.807,1,0.0563,0.755,1.16e-05,0.114,0.506,111.614,audio_features,0QZnyONVa7pEq115ZjkFNV,https://api.spotify.com/v1/tracks/0QZnyONVa7pEq115ZjkFNV,https://api.spotify.com/v1/audio-analysis/0QZnyONVa7pEq115ZjkFNV,189652,4
36,spotify:track:0aMOalD335v1hsSXmLURzz,Time N Affection,Rema,"('nigerian pop',)",0.549,0.689,9,-6.667,0,0.118,0.306,0.0,0.0785,0.268,108.643,audio_features,0aMOalD335v1hsSXmLURzz,https://api.spotify.com/v1/tracks/0aMOalD335v1hsSXmLURzz,https://api.spotify.com/v1/audio-analysis/0aMOalD335v1hsSXmLURzz,230722,4
37,spotify:track:3vySEUpD0tc801F2WZDLYw,Freaky Deaky,Tyga,"('dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap')",0.799,0.653,2,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,audio_features,3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/tracks/3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/audio-analysis/3vySEUpD0tc801F2WZDLYw,215281,4
38,spotify:track:3vySEUpD0tc801F2WZDLYw,Freaky Deaky,Tyga,"('dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap')",0.799,0.653,2,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,audio_features,3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/tracks/3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/audio-analysis/3vySEUpD0tc801F2WZDLYw,215281,4
39,spotify:track:3vySEUpD0tc801F2WZDLYw,Freaky Deaky,Tyga,"('dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap')",0.799,0.653,2,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,audio_features,3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/tracks/3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/audio-analysis/3vySEUpD0tc801F2WZDLYw,215281,4
40,spotify:track:3vySEUpD0tc801F2WZDLYw,Freaky Deaky,Tyga,"('dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap')",0.799,0.653,2,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,audio_features,3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/tracks/3vySEUpD0tc801F2WZDLYw,https://api.spotify.com/v1/audio-analysis/3vySEUpD0tc801F2WZDLYw,215281,4
41,spotify:track:1j4hUdpOJd5qIXN3LJeHjj,Closer (feat. H.E.R.),Saweetie,"('cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen')",0.836,0.698,6,-5.801,1,0.118,0.124,3.28e-05,0.152,0.88,110.981,audio_features,1j4hUdpOJd5qIXN3LJeHjj,https://api.spotify.com/v1/tracks/1j4hUdpOJd5qIXN3LJeHjj,https://api.spotify.com/v1/audio-analysis/1j4hUdpOJd5qIXN3LJeHjj,168873,4
42,spotify:track:2Hyaggl5zUVCwGSbJmkOs3,Feels Like,Lucky Daye,"('alternative r&b', 'chill r&b', 'indie r&b', 'pop', 'r&b')",0.838,0.629,0,-4.48,1,0.0776,0.0418,0.0104,0.1,0.83,109.031,audio_features,2Hyaggl5zUVCwGSbJmkOs3,https://api.spotify.com/v1/tracks/2Hyaggl5zUVCwGSbJmkOs3,https://api.spotify.com/v1/audio-analysis/2Hyaggl5zUVCwGSbJmkOs3,209493,4
43,spotify:track:3UqcIgObI7zZk8e7nvqmfc,Finesse,Pheelz,"('afropop', 'nigerian pop')",0.861,0.537,1,-8.199,0,0.159,0.504,0.0,0.289,0.769,102.014,audio_features,3UqcIgObI7zZk8e7nvqmfc,https://api.spotify.com/v1/tracks/3UqcIgObI7zZk8e7nvqmfc,https://api.spotify.com/v1/audio-analysis/3UqcIgObI7zZk8e7nvqmfc,151765,4
44,spotify:track:1nIhLChEGB8Y2dP7CHt3PN,Foreigner,Nonso Amadi,"('afro dancehall', 'afropop', 'alte', 'nigerian pop')",0.718,0.537,1,-7.788,0,0.0772,0.246,0.0266,0.113,0.602,100.247,audio_features,1nIhLChEGB8Y2dP7CHt3PN,https://api.spotify.com/v1/tracks/1nIhLChEGB8Y2dP7CHt3PN,https://api.spotify.com/v1/audio-analysis/1nIhLChEGB8Y2dP7CHt3PN,234385,4
45,spotify:track:3p2HpO3ZgvFs97L15hGZOn,Coming Down (with Ari Lennox),Dreamville,"('hip hop', 'rap', 'underground hip hop')",0.813,0.6,9,-6.769,0,0.0602,0.115,1.34e-05,0.159,0.622,125.981,audio_features,3p2HpO3ZgvFs97L15hGZOn,https://api.spotify.com/v1/tracks/3p2HpO3ZgvFs97L15hGZOn,https://api.spotify.com/v1/audio-analysis/3p2HpO3ZgvFs97L15hGZOn,156944,4
46,spotify:track:6oOJL3xj8zRz6URS0SwlXC,Chronicles (feat. H.E.R. & Lil Durk),Cordae,"('dmv rap', 'hip hop', 'rap', 'trap')",0.678,0.527,4,-9.038,0,0.301,0.3,0.0,0.119,0.583,76.847,audio_features,6oOJL3xj8zRz6URS0SwlXC,https://api.spotify.com/v1/tracks/6oOJL3xj8zRz6URS0SwlXC,https://api.spotify.com/v1/audio-analysis/6oOJL3xj8zRz6URS0SwlXC,212077,4
47,spotify:track:3pEINn37iH5fx8TpXYNGIO,Hate Our Love (with Big Sean),Queen Naija,"('pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",0.662,0.655,2,-5.44,1,0.26,0.462,0.0,0.124,0.356,82.079,audio_features,3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/tracks/3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/audio-analysis/3pEINn37iH5fx8TpXYNGIO,226374,4
48,spotify:track:3pEINn37iH5fx8TpXYNGIO,Hate Our Love (with Big Sean),Queen Naija,"('pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",0.662,0.655,2,-5.44,1,0.26,0.462,0.0,0.124,0.356,82.079,audio_features,3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/tracks/3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/audio-analysis/3pEINn37iH5fx8TpXYNGIO,226374,4
49,spotify:track:3pEINn37iH5fx8TpXYNGIO,Hate Our Love (with Big Sean),Queen Naija,"('pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",0.662,0.655,2,-5.44,1,0.26,0.462,0.0,0.124,0.356,82.079,audio_features,3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/tracks/3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/audio-analysis/3pEINn37iH5fx8TpXYNGIO,226374,4
50,spotify:track:3pEINn37iH5fx8TpXYNGIO,Hate Our Love (with Big Sean),Queen Naija,"('pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary')",0.662,0.655,2,-5.44,1,0.26,0.462,0.0,0.124,0.356,82.079,audio_features,3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/tracks/3pEINn37iH5fx8TpXYNGIO,https://api.spotify.com/v1/audio-analysis/3pEINn37iH5fx8TpXYNGIO,226374,4
51,spotify:track:4WLdlAi4KBDNRxaq3GnRYH,Owo Ni Koko,Boj,"('afro dancehall', 'afropop', 'alte', 'nigerian pop')",0.793,0.607,2,-7.141,1,0.192,0.489,0.0,0.259,0.569,91.992,audio_features,4WLdlAi4KBDNRxaq3GnRYH,https://api.spotify.com/v1/tracks/4WLdlAi4KBDNRxaq3GnRYH,https://api.spotify.com/v1/audio-analysis/4WLdlAi4KBDNRxaq3GnRYH,179348,4
52,spotify:track:57Hk0AE5OhgXrPWZOhipHt,Ayo Girl (Fayahh Beat) [feat. Rema],Robinson,(),0.647,0.766,6,-4.803,1,0.0389,0.00702,0.0,0.096,0.55,95.016,audio_features,57Hk0AE5OhgXrPWZOhipHt,https://api.spotify.com/v1/tracks/57Hk0AE5OhgXrPWZOhipHt,https://api.spotify.com/v1/audio-analysis/57Hk0AE5OhgXrPWZOhipHt,165216,4
53,spotify:track:0rLfMI04PHRfoaGLcCh816,Deserve It,Shenseea,"('dancehall', 'dancehall queen', 'pop rap')",0.872,0.497,0,-7.733,1,0.0708,0.289,0.0,0.101,0.648,120.015,audio_features,0rLfMI04PHRfoaGLcCh816,https://api.spotify.com/v1/tracks/0rLfMI04PHRfoaGLcCh816,https://api.spotify.com/v1/audio-analysis/0rLfMI04PHRfoaGLcCh816,193456,4
54,spotify:track:6tTeRmhhuwDl5Y4UiJdHuO,Attention,Omah Lay,"('afro dancehall',)",0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,audio_features,6tTeRmhhuwDl5Y4UiJdHuO,https://api.spotify.com/v1/tracks/6tTeRmhhuwDl5Y4UiJdHuO,https://api.spotify.com/v1/audio-analysis/6tTeRmhhuwDl5Y4UiJdHuO,180563,4
55,spotify:track:1VcORtwbt560HNpnDMyCCu,Open (feat. Majid Jordan),Khalid,"('pop', 'pop r&b')",0.691,0.501,1,-9.089,0,0.045,0.0499,0.00011,0.131,0.332,126.93,audio_features,1VcORtwbt560HNpnDMyCCu,https://api.spotify.com/v1/tracks/1VcORtwbt560HNpnDMyCCu,https://api.spotify.com/v1/audio-analysis/1VcORtwbt560HNpnDMyCCu,227947,4
56,spotify:track:7J9UCy56nirwKuf1IMYtE1,SUNDOWN (feat. Justin Bieber),BEAM,"('trap soul', 'underground hip hop')",0.612,0.42,11,-8.964,1,0.0838,0.135,0.0,0.109,0.265,124.633,audio_features,7J9UCy56nirwKuf1IMYtE1,https://api.spotify.com/v1/tracks/7J9UCy56nirwKuf1IMYtE1,https://api.spotify.com/v1/audio-analysis/7J9UCy56nirwKuf1IMYtE1,223161,4
57,spotify:track:4qgMPzf9QOETWQFUcFkHD4,Love Me,RealestK,(),0.569,0.325,7,-9.66,0,0.0376,0.67,0.0,0.141,0.274,122.051,audio_features,4qgMPzf9QOETWQFUcFkHD4,https://api.spotify.com/v1/tracks/4qgMPzf9QOETWQFUcFkHD4,https://api.spotify.com/v1/audio-analysis/4qgMPzf9QOETWQFUcFkHD4,207547,3
58,spotify:track:4Nk5iJrw4u7vJ6nGXosuxk,Real Thing (feat. Tori Kelly),Pink Sweat$,"('bedroom soul', 'chill r&b', 'pop')",0.615,0.322,1,-10.408,1,0.0282,0.77,3.39e-05,0.11,0.256,113.064,audio_features,4Nk5iJrw4u7vJ6nGXosuxk,https://api.spotify.com/v1/tracks/4Nk5iJrw4u7vJ6nGXosuxk,https://api.spotify.com/v1/audio-analysis/4Nk5iJrw4u7vJ6nGXosuxk,195368,4
